,time_start,time_end,model,launch_place,target,launched,destroyed,source,missed,year,month,attack_duration
327,2025-01-13 00:00:00,2025-01-13 00:00:00,ZALA,,south,1.0,1.0,PvKPivden/posts/pfbid0fA6FbdUDxqG94Kh4riHDvDBAXbC3y6BsnhDmntW3QaHrW5qwCTaJeLJuCzqnZJVul,0.0,2025,1,0 days 00:00:00
328,2025-01-11 18:00:00,2025-01-12 09:00:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,94.0,60.0,kpszsu/posts/pfbid0pwDcCNtZU2ESoYHiMchPxUzYAb7eAd7D4UqzQAab7aE8V1tguK5yoTm1pJTfjE1Ql,34.0,2025,1,0 days 15:00:00
329,2025-01-12 00:00:00,2025-01-12 00:00:00,ZALA,,south,3.0,3.0,PvKPivden/posts/pfbid0yvv4izY9y8q1YqBCEJbNKhaMW4TJ8rZbQGH8RheoRWirMmi1CKPDCE1aTVPEoVqUl,0.0,2025,1,0 days 00:00:00
330,2025-01-12 00:00:00,2025-01-12 00:00:00,Supercam,,south,1.0,1.0,PvKPivden/posts/pfbid0yvv4izY9y8q1YqBCEJbNKhaMW4TJ8rZbQGH8RheoRWirMmi1CKPDCE1aTVPEoVqUl,0.0,2025,1,0 days 00:00:00
331,2025-01-12 00:00:00,2025-01-12 00:00:00,Orlan-10,,south,1.0,1.0,PvKPivden/posts/pfbid0yvv4izY9y8q1YqBCEJbNKhaMW4TJ8rZbQGH8RheoRWirMmi1CKPDCE1aTVPEoVqUl,0.0,2025,1,0 days 00:00:00
332,2025-01-12 00:00:00,2025-01-12 00:00:00,Lancet,,south,8.0,8.0,PvKPivden/posts/pfbid0yvv4izY9y8q1YqBCEJbNKhaMW4TJ8rZbQGH8RheoRWirMmi1CKPDCE1aTVPEoVqUl,0.0,2025,1,0 days 00:00:00
333,2025-01-12 00:00:00,2025-01-12 00:00:00,Iskander-M,Crimea,Kherson oblast,1.0,1.0,PvKPivden/posts/pfbid0yvv4izY9y8q1YqBCEJbNKhaMW4TJ8rZbQGH8RheoRWirMmi1CKPDCE1aTVPEoVqUl,0.0,2025,1,0 days 00:00:00
334,2025-01-10 20:00:00,2025-01-11 09:00:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,74.0,47.0,kpszsu/posts/pfbid0VYMVJu7uG61NphEFoFiPacNJ9mWTUd9wiAY2Yt3xuwKif9vM2TiV6JDrJD8ttLUGl,27.0,2025,1,0 days 13:00:00
335,2025-01-09 20:30:00,2025-01-10 09:00:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,72.0,33.0,kpszsu/posts/pfbid027eZo6ndwzjR7LMFA4YAee12bcBBzzT1W2XVcQHQ6r4HumBLjxhfuMbPMDY9ZdWqol,39.0,2025,1,0 days 12:30:00
336,2025-01-10 00:00:00,2025-01-10 00:00:00,Supercam,,south,1.0,1.0,PvKPivden/posts/pfbid02NCympHXZq1eeyPEjLdHJE6TGfantEaj4grLFfcaQtAmh6csLNSWptFvK1Pv5DxZkl,0.0,2025,1,0 days 00:00:00
337,2025-01-09 14:10:00,2025-01-09 14:10:00,Iskander-K,,Kryvyi Rih,3.0,3.0,kpszsu/posts/pfbid02MPMzcDYXYDd1FeGxhRTTMa7Pue2GFLke5paMSmgRErnqjx3TzYdPy512v96fNY9Bl,0.0,2025,1,0 days 00:00:00
338,2025-01-08 19:30:00,2025-01-09 09:00:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,70.0,46.0,kpszsu/posts/pfbid02VokUWYifDBFHawji5a6SuVJEAz6VHadga2hRD7118SkQjh9hiKxQGqFZEGKk3QWpl,24.0,2025,1,0 days 13:30:00
339,2025-01-09 00:00:00,2025-01-09 00:00:00,Молнія,,south,1.0,1.0,PvKPivden/posts/pfbid027eEnxBNdD7sWJdo4UbB81c8KmdJMBwUgazwJdJWkhREDZmFNfgvhdVDf2wdQyyCCl,0.0,2025,1,0 days 00:00:00
340,2025-01-09 00:00:00,2025-01-09 00:00:00,ZALA,,south,2.0,2.0,PvKPivden/posts/pfbid027eEnxBNdD7sWJdo4UbB81c8KmdJMBwUgazwJdJWkhREDZmFNfgvhdVDf2wdQyyCCl,0.0,2025,1,0 days 00:00:00
341,2025-01-09 00:00:00,2025-01-09 00:00:00,Supercam,,south,1.0,1.0,PvKPivden/posts/pfbid027eEnxBNdD7sWJdo4UbB81c8KmdJMBwUgazwJdJWkhREDZmFNfgvhdVDf2wdQyyCCl,0.0,2025,1,0 days 00:00:00
342,2025-01-09 00:00:00,2025-01-09 00:00:00,Orlan-10,,south,4.0,4.0,PvKPivden/posts/pfbid027eEnxBNdD7sWJdo4UbB81c8KmdJMBwUgazwJdJWkhREDZmFNfgvhdVDf2wdQyyCCl,0.0,2025,1,0 days 00:00:00
343,2025-01-09 00:00:00,2025-01-09 00:00:00,Merlin-VR,,south,1.0,1.0,PvKPivden/posts/pfbid027eEnxBNdD7sWJdo4UbB81c8KmdJMBwUgazwJdJWkhREDZmFNfgvhdVDf2wdQyyCCl,0.0,2025,1,0 days 00:00:00
344,2025-01-09 00:00:00,2025-01-09 00:00:00,Lancet,,south,7.0,7.0,PvKPivden/posts/pfbid027eEnxBNdD7sWJdo4UbB81c8KmdJMBwUgazwJdJWkhREDZmFNfgvhdVDf2wdQyyCCl,0.0,2025,1,0 days 00:00:00
345,2025-01-09 00:00:00,2025-01-09 00:00:00,Kub,,south,1.0,1.0,PvKPivden/posts/pfbid027eEnxBNdD7sWJdo4UbB81c8KmdJMBwUgazwJdJWkhREDZmFNfgvhdVDf2wdQyyCCl,0.0,2025,1,0 days 00:00:00
346,2025-01-07 19:30:00,2025-01-08 09:00:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast,Ukraine,64.0,41.0,kpszsu/posts/pfbid0242E5Wk6iSMrG8DVrSzdKMKy6DdPqC4auVtNNeqqN8fwP2GL6qAMLLTAp4mCfbEi2l,23.0,2025,1,0 days 13:30:00
347,2025-01-06 19:30:00,2025-01-07 09:00:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Millerovo,Ukraine,38.0,28.0,kpszsu/posts/pfbid0FGDBTRVCZAWdPcY4E8G4XGzdzpyLp9uWKjUX7U6eAynw9oFNa79SkExgmHSd6Z4Xl,10.0,2025,1,0 days 13:30:00
348,2025-01-05 18:00:00,2025-01-06 09:00:00,X-59,south,Mykolaiv oblast,2.0,2.0,kpszsu/posts/pfbid0FGDBTRVCZAWdPcY4E8G4XGzdzpyLp9uWKjUX7U6eAynw9oFNa79SkExgmHSd6Z4Xl,0.0,2025,1,0 days 15:00:00
349,2025-01-05 18:00:00,2025-01-06 09:00:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,128.0,79.0,kpszsu/posts/pfbid0FGDBTRVCZAWdPcY4E8G4XGzdzpyLp9uWKjUX7U6eAynw9oFNa79SkExgmHSd6Z4Xl,49.0,2025,1,0 days 15:00:00
350,2025-01-04 19:00:00,2025-01-05 09:00:00,Shahed-136/131,Bryansk oblast and Oryol oblast and Millerovo,Ukraine,103.0,61.0,kpszsu/posts/pfbid0ZvvH9SHkaBS1MqQtADhSGhrkxA8jDfNHb93RAuAd5N4bAxbNmrhwiMb4QXEqXmm9l,42.0,2025,1,0 days 14:00:00
351,2025-01-05 00:00:00,2025-01-05 00:00:00,ZALA,,south,4.0,4.0,PvKPivden/posts/pfbid032RwahoAnrRDAFLsGaxukYq8UnZ4xGUSnKE2wmJHeY74Wku2fzTPonCQmvh82yzgFl,0.0,2025,1,0 days 00:00:00
352,2025-01-05 00:00:00,2025-01-05 00:00:00,Supercam,,south,1.0,1.0,PvKPivden/posts/pfbid032RwahoAnrRDAFLsGaxukYq8UnZ4xGUSnKE2wmJHeY74Wku2fzTPonCQmvh82yzgFl,0.0,2025,1,0 days 00:00:00
353,2025-01-05 00:00:00,2025-01-05 00:00:00,Orlan-10,,south,1.0,1.0,PvKPivden/posts/pfbid032RwahoAnrRDAFLsGaxukYq8UnZ4xGUSnKE2wmJHeY74Wku2fzTPonCQmvh82yzgFl,0.0,2025,1,0 days 00:00:00
354,2025-01-05 00:00:00,2025-01-05 00:00:00,Lancet,,south,10.0,10.0,PvKPivden/posts/pfbid032RwahoAnrRDAFLsGaxukYq8UnZ4xGUSnKE2wmJHeY74Wku2fzTPonCQmvh82yzgFl,0.0,2025,1,0 days 00:00:00
355,2025-01-04 11:00:00,2025-01-04 20:00:00,Shahed-136/131,north-east,Ukraine,30.0,14.0,kpszsu/posts/pfbid0KxuctFRLrabRvt86jh7tyWS22EgHXrQdQ48K8g9gfG8gxvwMrhNfMctEkwrcvbaxl,16.0,2025,1,0 days 09:00:00
356,2025-01-03 19:00:00,2025-01-04 09:00:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast,Ukraine,81.0,34.0,kpszsu/posts/pfbid0CMonsCmRVNxqGPbW6zm3v79NZsX7LHNpwfjiCfBYuLLtVfuMNvRdp3kGh4y66k7kl,47.0,2025,1,0 days 14:00:00
357,2025-01-04 00:00:00,2025-01-04 00:00:00,ZALA,,south,1.0,1.0,kpszsu/posts/pfbid02ejJ31aa1iNYPqiW97cthrT3toipGsEo8p7MD6M6q48pM6QDhrvvfGaAWvLSdFof7l,0.0,2025,1,0 days 00:00:00
358,2025-01-04 00:00:00,2025-01-04 00:00:00,Supercam,,south,2.0,2.0,kpszsu/posts/pfbid02ejJ31aa1iNYPqiW97cthrT3toipGsEo8p7MD6M6q48pM6QDhrvvfGaAWvLSdFof7l,0.0,2025,1,0 days 00:00:00
359,2025-01-04 00:00:00,2025-01-04 00:00:00,Orlan-10,,south,1.0,1.0,kpszsu/posts/pfbid02ejJ31aa1iNYPqiW97cthrT3toipGsEo8p7MD6M6q48pM6QDhrvvfGaAWvLSdFof7l,0.0,2025,1,0 days 00:00:00
360,2025-01-04 00:00:00,2025-01-04 00:00:00,Lancet,,south,7.0,7.0,kpszsu/posts/pfbid02ejJ31aa1iNYPqiW97cthrT3toipGsEo8p7MD6M6q48pM6QDhrvvfGaAWvLSdFof7l,0.0,2025,1,0 days 00:00:00
361,2025-01-03 12:00:00,2025-01-03 20:00:00,X-59/X-69,,Dnipropetrovsk oblast,3.0,3.0,kpszsu/posts/pfbid02v1KGGb6TjgiYbVUoMCWPuAVZYnHrgdwpjhK2Pfn9Vy9wUCfChYk538Cwiycum1C6l,0.0,2025,1,0 days 08:00:00
362,2025-01-03 12:00:00,2025-01-03 20:00:00,Shahed-136/131,north-east,Ukraine,32.0,13.0,kpszsu/posts/pfbid02v1KGGb6TjgiYbVUoMCWPuAVZYnHrgdwpjhK2Pfn9Vy9wUCfChYk538Cwiycum1C6l,19.0,2025,1,0 days 08:00:00
363,2025-01-03 12:00:00,2025-01-03 20:00:00,Iskander-M,,Chernihiv oblast,3.0,0.0,kpszsu/posts/pfbid02v1KGGb6TjgiYbVUoMCWPuAVZYnHrgdwpjhK2Pfn9Vy9wUCfChYk538Cwiycum1C6l,3.0,2025,1,0 days 08:00:00
364,2025-01-03 12:00:00,2025-01-03 20:00:00,C-300,,Kursk oblast,5.0,0.0,kpszsu/posts/pfbid02v1KGGb6TjgiYbVUoMCWPuAVZYnHrgdwpjhK2Pfn9Vy9wUCfChYk538Cwiycum1C6l,5.0,2025,1,0 days 08:00:00
365,2025-01-02 21:00:00,2025-01-03 09:00:00,Shahed-136/131,Bryansk oblast and Oryol oblast and Millerovo,Ukraine,93.0,60.0,kpszsu/posts/pfbid02BLBEx69DLAQRsjFP3TSSyUBHoLHv2msdXARrQkshi1PWf3kFgy1qdmDKuJt8JCgBl,33.0,2025,1,0 days 12:00:00
366,2025-01-01 19:00:00,2025-01-02 08:30:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast,Ukraine,72.0,47.0,kpszsu/posts/pfbid036pj6BD8PhjMR1vZGzTpLfD6u2nDv6HbcFrsK1DMxyEuJhVdHP3mLq8bkw1obUZ83l,25.0,2025,1,0 days 13:30:00
367,2025-01-02 00:00:00,2025-01-02 00:00:00,ZALA,,south,1.0,1.0,PvKPivden/posts/pfbid0257TQ7ScX5udAXsaLiKJCjp4etUshGqdaZW1kgkcYMKWx4bd3meePwgm9bcXSogB9l,0.0,2025,1,0 days 00:00:00
368,2025-01-02 00:00:00,2025-01-02 00:00:00,Orlan-10,,south,3.0,3.0,PvKPivden/posts/pfbid0257TQ7ScX5udAXsaLiKJCjp4etUshGqdaZW1kgkcYMKWx4bd3meePwgm9bcXSogB9l,0.0,2025,1,0 days 00:00:00
369,2024-12-31 20:30:00,2025-01-01 09:30:00,Shahed-136/131,Primorsko-Akhtarsk and Crimea and Bryansk oblast and Oryol oblast,Ukraine,111.0,63.0,kpszsu/posts/pfbid03UZ2VK1RvcTjwT1YQQsW4oUumX7X7FGxLjhzvLVriXCybaYoeh9B2tw24cjWS9unl,48.0,2024,12,0 days 13:00:00
370,2025-01-01 00:00:00,2025-01-01 00:00:00,ZALA,,south,3.0,3.0,PvKPivden/posts/pfbid032Am1KT4ccZJnNwkcqdjLdJmuY81TuFPZ9KeSg1PpgBAn1Creg2DpdM4jxFCkHX77l,0.0,2025,1,0 days 00:00:00
371,2025-01-01 00:00:00,2025-01-01 00:00:00,Supercam,,south,2.0,2.0,PvKPivden/posts/pfbid032Am1KT4ccZJnNwkcqdjLdJmuY81TuFPZ9KeSg1PpgBAn1Creg2DpdM4jxFCkHX77l,0.0,2025,1,0 days 00:00:00
372,2024-12-30 20:30:00,2024-12-31 12:00:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Millerovo,Ukraine,40.0,16.0,kpszsu/posts/pfbid02WWNUFtAWedd9gWZjARmjQM2Pj42ELmTktArSXxXJ5LyBzuz4C9Q1vJFsd5F2QsWwl,24.0,2024,12,0 days 15:30:00
373,2024-12-30 07:20:00,2024-12-31 08:20:00,X-69,Belgorod oblast,Kyiv oblast and Sumy oblast,6.0,5.0,kpszsu/posts/pfbid02WWNUFtAWedd9gWZjARmjQM2Pj42ELmTktArSXxXJ5LyBzuz4C9Q1vJFsd5F2QsWwl,1.0,2024,12,1 days 01:00:00
374,2024-12-30 07:20:00,2024-12-31 08:20:00,X-47 Kinzhal,Tula oblast,Kyiv oblast and Sumy oblast,1.0,1.0,kpszsu/posts/pfbid02WWNUFtAWedd9gWZjARmjQM2Pj42ELmTktArSXxXJ5LyBzuz4C9Q1vJFsd5F2QsWwl,0.0,2024,12,1 days 01:00:00
375,2024-12-30 07:20:00,2024-12-31 08:20:00,X-22,Tula oblast,Kyiv oblast and Sumy oblast,8.0,0.0,kpszsu/posts/pfbid02WWNUFtAWedd9gWZjARmjQM2Pj42ELmTktArSXxXJ5LyBzuz4C9Q1vJFsd5F2QsWwl,8.0,2024,12,1 days 01:00:00
376,2024-12-31 02:50:00,2024-12-31 03:40:00,Iskander-M/KN-23,Voronezh oblast,Kyiv oblast and Sumy oblast,6.0,0.0,kpszsu/posts/pfbid02WWNUFtAWedd9gWZjARmjQM2Pj42ELmTktArSXxXJ5LyBzuz4C9Q1vJFsd5F2QsWwl,6.0,2024,12,0 days 00:50:00
377,2024-12-31 00:00:00,2024-12-31 00:00:00,ZALA,,south,3.0,3.0,PvKPivden/posts/pfbid026CaWW7a41F4EtPjrSdWy32AMX88XmVqhCBhcSTzXufP7r8gPuv3iKKQsBf89kMxal,0.0,2024,12,0 days 00:00:00
378,2024-12-31 00:00:00,2024-12-31 00:00:00,X-31P,Black Sea,Odesa oblast,2.0,0.0,PvKPivden/posts/pfbid026CaWW7a41F4EtPjrSdWy32AMX88XmVqhCBhcSTzXufP7r8gPuv3iKKQsBf89kMxal,2.0,2024,12,0 days 00:00:00
379,2024-12-31 00:00:00,2024-12-31 00:00:00,Supercam,,south,2.0,2.0,PvKPivden/posts/pfbid026CaWW7a41F4EtPjrSdWy32AMX88XmVqhCBhcSTzXufP7r8gPuv3iKKQsBf89kMxal,0.0,2024,12,0 days 00:00:00
380,2024-12-31 00:00:00,2024-12-31 00:00:00,Orlan-10,,south,1.0,1.0,PvKPivden/posts/pfbid026CaWW7a41F4EtPjrSdWy32AMX88XmVqhCBhcSTzXufP7r8gPuv3iKKQsBf89kMxal,0.0,2024,12,0 days 00:00:00
381,2024-12-31 00:00:00,2024-12-31 00:00:00,Merlin-VR,,south,1.0,1.0,PvKPivden/posts/pfbid026CaWW7a41F4EtPjrSdWy32AMX88XmVqhCBhcSTzXufP7r8gPuv3iKKQsBf89kMxal,0.0,2024,12,0 days 00:00:00
382,2024-12-28 19:00:00,2024-12-29 09:00:00,Shahed-136/131,Crimea,Mykolaiv oblast,10.0,9.0,kpszsu/posts/pfbid09T5GxCapSoyrWpHzQ4fxaWa7qxdR8R5hLRJ38RqZgZT5KU63e8HsGpZ2kyfnSh4ul,1.0,2024,12,0 days 14:00:00
383,2024-12-28 19:00:00,2024-12-29 09:00:00,C-300/C-400,Belgorod oblast,Sumy oblast and Kursk oblast,6.0,0.0,kpszsu/posts/pfbid09T5GxCapSoyrWpHzQ4fxaWa7qxdR8R5hLRJ38RqZgZT5KU63e8HsGpZ2kyfnSh4ul,6.0,2024,12,0 days 14:00:00
384,2024-12-27 23:00:00,2024-12-28 08:30:00,Shahed-136/131,Primorsko-Akhtarsk,Mykolaiv oblast,16.0,15.0,kpszsu/posts/pfbid02A6kTgRnhd2yypHhWKkKbVKK2jmSw3MPjC19wPe4HijTPRTEipnDC1dFcDCCbQdCal,1.0,2024,12,0 days 09:30:00
385,2024-12-26 19:00:00,2024-12-27 09:00:00,Shahed-136/131,Bryansk oblast and Oryol oblast and Millerovo,Ukraine,24.0,13.0,kpszsu/posts/pfbid02A6kTgRnhd2yypHhWKkKbVKK2jmSw3MPjC19wPe4HijTPRTEipnDC1dFcDCCbQdCal,11.0,2024,12,0 days 14:00:00
386,2024-12-26 19:00:00,2024-12-27 09:00:00,Iskander-M,Kursk oblast and Voronezh oblast,Ukraine,2.0,0.0,kpszsu/posts/pfbid02A6kTgRnhd2yypHhWKkKbVKK2jmSw3MPjC19wPe4HijTPRTEipnDC1dFcDCCbQdCal,2.0,2024,12,0 days 14:00:00
387,2024-12-25 19:00:00,2024-12-26 08:30:00,Shahed-136/131,Oryol oblast and Millerovo,Ukraine,31.0,20.0,kpszsu/posts/pfbid02mrsH32SDY8vSxGiRAzBCGgg68yWDMNWVicKVvEUaMDAD3HAsQ9ucx7jDHxtWwo1vl,11.0,2024,12,0 days 13:30:00
388,2024-12-24 14:00:00,2024-12-25 12:00:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,106.0,54.0,kpszsu/posts/pfbid0hXuMPHKBjgZX8pawMbQ2qVGYE6XQHTgavDzx2Zuwv2MKtB1tNMKxmG7Vefx95WBHl,52.0,2024,12,0 days 22:00:00
389,2024-12-25 05:00:00,2024-12-25 10:00:00,X-59/X-69,Belgorod oblast,Ukraine,4.0,4.0,kpszsu/posts/pfbid0hXuMPHKBjgZX8pawMbQ2qVGYE6XQHTgavDzx2Zuwv2MKtB1tNMKxmG7Vefx95WBHl,0.0,2024,12,0 days 05:00:00
390,2024-12-25 05:00:00,2024-12-25 10:00:00,X-101/X-555 and Kalibr,,Ukraine,62.0,55.0,kpszsu/posts/pfbid02YK2sa7Z1E1QFpPfQVTMhRjj4QC2YFbmjYHbo3mtDjZVGw5PWbsP37mUizaKChkrrl,7.0,2024,12,0 days 05:00:00
391,2024-12-25 05:00:00,2024-12-25 10:00:00,KN-23,Voronezh oblast,Ukraine,2.0,0.0,kpszsu/posts/pfbid0hXuMPHKBjgZX8pawMbQ2qVGYE6XQHTgavDzx2Zuwv2MKtB1tNMKxmG7Vefx95WBHl,2.0,2024,12,0 days 05:00:00
392,2024-12-25 05:00:00,2024-12-25 10:00:00,C-300/C-400,Belgorod oblast,Ukraine,10.0,0.0,kpszsu/posts/pfbid0hXuMPHKBjgZX8pawMbQ2qVGYE6XQHTgavDzx2Zuwv2MKtB1tNMKxmG7Vefx95WBHl,10.0,2024,12,0 days 05:00:00
393,2024-12-23 22:00:00,2024-12-24 09:00:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Millerovo,Ukraine,60.0,36.0,kpszsu/posts/pfbid02AFhjtsUiYqB5rzTnXS7C7xog7gDckaXLQ6TmmikPJKip9YytD2WAu1YgK6TPkrPBl,24.0,2024,12,0 days 11:00:00
394,2024-12-24 00:00:00,2024-12-24 00:00:00,ZALA,,south,1.0,1.0,PvKPivden/posts/pfbid02unRV1P5eSBVnd5QTsxkReLSA1pnvaoN67ganQMRuNsS37fqEQvpX33F7Ae88dyLNl,0.0,2024,12,0 days 00:00:00
395,2024-12-24 00:00:00,2024-12-24 00:00:00,Orlan-10,,south,1.0,1.0,PvKPivden/posts/pfbid02unRV1P5eSBVnd5QTsxkReLSA1pnvaoN67ganQMRuNsS37fqEQvpX33F7Ae88dyLNl,0.0,2024,12,0 days 00:00:00
396,2024-12-24 00:00:00,2024-12-24 00:00:00,Lancet,,south,3.0,3.0,PvKPivden/posts/pfbid02unRV1P5eSBVnd5QTsxkReLSA1pnvaoN67ganQMRuNsS37fqEQvpX33F7Ae88dyLNl,0.0,2024,12,0 days 00:00:00
397,2024-12-22 22:00:00,2024-12-23 09:00:00,Shahed-136/131,Bryansk oblast and Oryol oblast,Ukraine,72.0,47.0,kpszsu/posts/pfbid02DqCfnhqQcMrqwKXcnm2ruQdYKAwsh683JKnYqK6m9PX3Ah3n2JjUsa6R6EVfSvU8l,25.0,2024,12,0 days 11:00:00
398,2024-12-23 00:00:00,2024-12-23 00:00:00,ZALA,,south,3.0,3.0,PvKPivden/posts/pfbid02djxC5R6itTD54UmJo8N8ceXQfQdBYXCzMG8nKzMkh8vVepy4SKHTov7Y1bKmuzSbl,0.0,2024,12,0 days 00:00:00
399,2024-12-23 00:00:00,2024-12-23 00:00:00,Supercam,,south,1.0,1.0,PvKPivden/posts/pfbid02djxC5R6itTD54UmJo8N8ceXQfQdBYXCzMG8nKzMkh8vVepy4SKHTov7Y1bKmuzSbl,0.0,2024,12,0 days 00:00:00
400,2024-12-21 19:00:00,2024-12-22 10:00:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Berdiansk,Ukraine,103.0,52.0,kpszsu/posts/pfbid02GWArZ4AW8M1AiHKJG2tVn8Vwp6nL9k9qPnfaRkbp6ThPT9LKarUvoix1yh98n1cul,51.0,2024,12,0 days 15:00:00
401,2024-12-20 19:00:00,2024-12-21 09:00:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Berdiansk,Ukraine,113.0,57.0,kpszsu/posts/pfbid02ZRCprPJsqKF7iYPeva1ecZRR17dfs3pmweb1px4nm6UgY244h9hPSCh2hZzKcaZdl,56.0,2024,12,0 days 14:00:00
402,2024-12-20 19:00:00,2024-12-21 09:00:00,C-400,Donetsk oblast,Poltava oblast,1.0,0.0,kpszsu/posts/pfbid02ZRCprPJsqKF7iYPeva1ecZRR17dfs3pmweb1px4nm6UgY244h9hPSCh2hZzKcaZdl,1.0,2024,12,0 days 14:00:00
403,2024-12-21 00:00:00,2024-12-21 00:00:00,Iskander-M,Crimea,Kherson oblast,1.0,0.0,kpszsu/posts/pfbid02GWArZ4AW8M1AiHKJG2tVn8Vwp6nL9k9qPnfaRkbp6ThPT9LKarUvoix1yh98n1cul,1.0,2024,12,0 days 00:00:00
404,2024-12-20 07:00:00,2024-12-20 09:30:00,Iskander-M/KN-23,Bryansk oblast and Voronezh oblast,Kyiv,5.0,5.0,kpszsu/posts/pfbid0mwLtb9SXzcUpPto6WVuvbA9k2CFUcXTRYJtywJJKYDQGUPVJzpciR1H3SjP9VogWl,0.0,2024,12,0 days 02:30:00
405,2024-12-19 19:00:00,2024-12-20 09:30:00,X-59/X-69,Kursk oblast,Ukraine,1.0,0.0,kpszsu/posts/pfbid0mwLtb9SXzcUpPto6WVuvbA9k2CFUcXTRYJtywJJKYDQGUPVJzpciR1H3SjP9VogWl,1.0,2024,12,0 days 14:30:00
406,2024-12-19 19:00:00,2024-12-20 09:30:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,65.0,40.0,kpszsu/posts/pfbid0mwLtb9SXzcUpPto6WVuvbA9k2CFUcXTRYJtywJJKYDQGUPVJzpciR1H3SjP9VogWl,25.0,2024,12,0 days 14:30:00
407,2024-12-19 19:00:00,2024-12-20 09:30:00,Iskander-M,Rostov oblast,Ukraine,1.0,0.0,kpszsu/posts/pfbid0mwLtb9SXzcUpPto6WVuvbA9k2CFUcXTRYJtywJJKYDQGUPVJzpciR1H3SjP9VogWl,1.0,2024,12,0 days 14:30:00
408,2024-12-20 00:00:00,2024-12-20 00:00:00,ZALA,,south,2.0,2.0,PvKPivden/posts/pfbid02mHLXuPtoVPHuGKLPfZfgnrAdBvqrJvdMqxTj6QrY3BbFQTidQfRAWtxWoiYM6RYBl,0.0,2024,12,0 days 00:00:00
409,2024-12-20 00:00:00,2024-12-20 00:00:00,X-31P,Black Sea,Odesa oblast,2.0,0.0,PvKPivden/posts/pfbid02mHLXuPtoVPHuGKLPfZfgnrAdBvqrJvdMqxTj6QrY3BbFQTidQfRAWtxWoiYM6RYBl,2.0,2024,12,0 days 00:00:00
410,2024-12-20 00:00:00,2024-12-20 00:00:00,Supercam,,south,1.0,1.0,PvKPivden/posts/pfbid02mHLXuPtoVPHuGKLPfZfgnrAdBvqrJvdMqxTj6QrY3BbFQTidQfRAWtxWoiYM6RYBl,0.0,2024,12,0 days 00:00:00
411,2024-12-20 00:00:00,2024-12-20 00:00:00,Orlan-10,,south,3.0,3.0,PvKPivden/posts/pfbid02mHLXuPtoVPHuGKLPfZfgnrAdBvqrJvdMqxTj6QrY3BbFQTidQfRAWtxWoiYM6RYBl,0.0,2024,12,0 days 00:00:00
412,2024-12-20 00:00:00,2024-12-20 00:00:00,Lancet,,south,1.0,1.0,PvKPivden/posts/pfbid02mHLXuPtoVPHuGKLPfZfgnrAdBvqrJvdMqxTj6QrY3BbFQTidQfRAWtxWoiYM6RYBl,0.0,2024,12,0 days 00:00:00
413,2024-12-18 20:00:00,2024-12-19 08:30:00,X-59/X-69,Kursk oblast,Ukraine,1.0,0.0,kpszsu/posts/pfbid0ykdtFemDfxyFbWSp55MwwesWn6Rqj9aUke7j6avcncSGh6KiasWn8zvauBnppebfl,1.0,2024,12,0 days 12:30:00
414,2024-12-18 20:00:00,2024-12-19 08:30:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,85.0,45.0,kpszsu/posts/pfbid0ykdtFemDfxyFbWSp55MwwesWn6Rqj9aUke7j6avcncSGh6KiasWn8zvauBnppebfl,40.0,2024,12,0 days 12:30:00
415,2024-12-18 20:00:00,2024-12-19 08:30:00,Iskander-M,Crimea and Rostov oblast,Ukraine,2.0,0.0,kpszsu/posts/pfbid0ykdtFemDfxyFbWSp55MwwesWn6Rqj9aUke7j6avcncSGh6KiasWn8zvauBnppebfl,2.0,2024,12,0 days 12:30:00
416,2024-12-19 00:00:00,2024-12-19 00:00:00,ZALA,,south,2.0,2.0,PvKPivden/posts/pfbid02vgBniWGR8FcPsa492HFBG4eyF3qZugjh1wau85niStwpxgCNZZXkjNDKUYXiWa65l,0.0,2024,12,0 days 00:00:00
